"genre","us_creator","type","duration","female_percent","age_13_17","age_18_24","age_25_34","age_35_44","age_45_54","age_55_plus","us_audience","sponsored","monthly_views_growth","followers","uploads_90d","month","dow","live","views"
"Entertainment",1,"media company",0.6166667,50.046043,1.8988557,12.158836,26.731018,22.811022,18.99381,17.40646,77.846535,0,0.027487054,897.328,1370,8,2,0,57.483
"News & Politics",1,"media company",1.2666667,32.66832,4.904507,21.414772,28.508455,17.758917,14.1746235,13.238727,76.71624,0,0.030901523,505.537,4055,2,1,0,98.404
"Sports",1,"media company",0.5,16.575125,5.942158,33.931133,32.553288,13.098637,7.289371,7.185414,89.83357,1,0.012694623,277.504,1571,11,0,0,117.57
"Entertainment",1,"media company",0.7,18.95904,3.4938827,26.691729,32.46653,16.459562,10.713886,10.174411,49.71653,0,0.009442364,1452.651,267,11,5,0,153.797
"News & Politics",1,"media company",10.933333,35.796227,2.8257816,16.327496,26.376713,19.939615,17.965149,16.565247,81.23505,0,0.052130293,690.939,3131,1,0,0,92.258
"Entertainment",0,"media company",0.71666664,22.894053,0.67757297,18.308796,28.780457,16.777657,17.786724,17.66879,13.053099,0,0.10122267,2059.944,531,5,3,0,162.599
"Sports",0,"media company",0.083333336,18.03996,7.260727,35.010044,32.15482,11.465004,6.721656,7.3877482,17.141771,0,0.010998411,1042.015,267,5,1,0,38.289
"News & Politics",1,"media company",0.15,35.796227,2.8257816,16.327496,26.376713,19.939615,17.965149,16.565247,81.23505,0,0.052130293,690.939,3131,1,0,0,35.334
"Entertainment",1,"media company",1.3,40.36864,2.430179,22.97295,30.281889,16.860407,14.229377,13.225198,75.23511,0,0.02538973,903.807,772,7,2,0,63.966
"Entertainment",1,"media company",1.1833333,19.477957,2.374851,36.108505,36.234028,13.324787,6.1123824,5.8454494,53.47631,0,0.008715509,520.367,273,7,0,0,16.283
"Sports",1,"media company",1.1666666,20.21877,7.7995143,33.127293,31.213024,12.79496,7.538595,7.5266147,67.18177,0,0.03006551,187.174,1356,4,5,0,26.694
"Entertainment",0,"media company",0.18333334,73.36484,5.7686896,61.899384,30.913015,1.4189131,0,0,25.581396,0,0.004218943,1964.088,54,2,3,0,94.861
"Entertainment",1,"media company",1.95,32.563206,3.19976,16.833366,27.804842,19.284258,17.050528,15.827246,73.43413,0,0.049599294,394.668,591,1,0,0,55.003
"Sports",1,"media company",0.36666667,20.21877,7.7995143,33.127293,31.213024,12.79496,7.538595,7.5266147,67.18177,0,0.03006551,187.174,1356,4,5,0,40.362
"Entertainment",1,"media company",1.15,34.206863,2.808104,31.031223,37.398785,15.915172,6.5059395,6.3407755,60.020317,0,0.02165036,2494.207,109,5,5,0,167.779
"Entertainment",1,"media company",3.0166667,38.45947,8.198573,20.927116,24.947643,16.066614,15.434747,14.425307,76.52414,0,0.023517597,137.738,2352,1,0,0,16.532
"Entertainment",1,"media company",0.43333334,32.563206,3.19976,16.833366,27.804842,19.284258,17.050528,15.827246,73.43413,0,0.049599294,394.668,591,1,0,0,21.666
"News & Politics",1,"media company",26.35,29.677313,6.429691,21.7377,27.000431,16.685884,14.544026,13.60227,73.07008,0,0.026752552,871.833,3662,6,1,0,46.791
"Sports",1,"media company",1.4833333,13.152069,8.819128,37.84382,32.024414,9.619747,5.5293674,6.163525,75.95374,0,0.0073441556,2176.649,562,6,3,0,99.535
"News & Politics",1,"media company",4.6666665,24.677944,3.5717697,18.521248,28.683987,18.722624,15.671303,14.829071,66.32113,0,0.025249822,1999.986,2289,12,1,0,127.979
"Sports",0,"media company",0.8333333,18.62843,16.55109,32.824577,27.964357,10.775853,5.898535,5.98559,3.211009,0,0.031124732,270.694,266,5,4,0,44.608
"Entertainment",1,"media company",26.816668,24.259336,5.65941,24.754732,27.416176,15.638275,13.688413,12.842994,66.23219,0,0.05199598,394.749,1164,3,4,0,46.796
"Entertainment",0,"media company",0.68333334,63.66985,16.186953,40.099518,30.441656,7.883742,2.54578,2.8423512,12.827058,0,0.046028785,1855.681,700,3,6,0,75.549
"General Interest",1,"media company",0.8666667,53.347057,2.9434195,17.03462,28.961845,21.92587,15.523993,13.610251,64.73527,0,0.094095714,2042.799,12210,4,4,0,138.35
"News & Politics",1,"media company",16.3,29.677313,6.429691,21.7377,27.000431,16.685884,14.544026,13.60227,73.07008,0,0.026752552,871.833,3662,6,3,0,52.749
"Entertainment",1,"media company",0.5,39.018547,4.607648,20.73358,28.336338,18.202452,14.548178,13.571806,78.09475,0,0.043762535,351.197,1370,5,6,0,17.416
"Sports",1,"media company",3.25,20.21877,7.7995143,33.127293,31.213024,12.79496,7.538595,7.5266147,67.18177,0,0.03006551,187.174,1356,4,2,0,15.043
"Entertainment",1,"media company",0.18333334,24.259336,5.65941,24.754732,27.416176,15.638275,13.688413,12.842994,66.23219,0,0.05199598,394.749,1164,3,6,0,47.392
"Entertainment",1,"media company",0.55,26.67873,2.0764096,17.34136,27.30203,19.27755,17.614916,16.387735,76.05114,0,0.037296247,338.558,2149,11,2,0,29.845
"Sports",1,"media company",0.2,32.80361,5.6780143,37.14849,33.68692,11.22401,6.0416365,6.220927,72.04916,0,0.019047445,1101.064,4675,6,6,0,43.596
"Sports",0,"media company",0.65,15.960143,6.252824,36.20638,31.714237,10.078217,7.253038,8.495308,17.65475,0,0.013938156,2284.72,287,12,2,0,19.442
"General Interest",1,"media company",0.11666667,17.665186,7.554438,29.542273,33.758846,15.429296,6.934198,6.7809486,49.488056,0,0.0034463825,756.768,82,5,1,0,52.287
"News & Politics",1,"media company",0.31666666,25.431963,3.860606,16.010315,24.967276,19.243568,18.673203,17.245033,77.71475,0,0.031428333,804.96,1838,4,3,0,34.673
"Sports",0,"media company",0.93333334,20.494461,18.342562,41.201893,29.454195,5.1128874,2.661832,3.2266307,7.4074073,0,0.033136636,168.616,326,6,0,0,44.174
"Sports",0,"media company",2.3333333,14.115172,8.236417,32.849957,29.336681,10.370508,8.850158,10.356278,10.113052,1,0.038839143,969.424,2843,2,5,0,151.072
"Entertainment",0,"media company",14.816667,14.471472,0.38993788,31.869728,37.935474,15.229678,7.2757015,7.2994843,23.920057,0,0.048373103,660.888,248,10,4,0,35.475
"Entertainment",1,"media company",1.7666667,34.206863,2.808104,31.031223,37.398785,15.915172,6.5059395,6.3407755,60.020317,0,0.02165036,2494.207,109,5,5,0,117.295
"Sports",1,"media company",0.75,9.596063,6.453097,34.608242,32.965855,11.274947,6.856696,7.8411603,83.66446,0,0.012871031,2200.791,306,4,0,0,65.182
"Sports",1,"media company",0.5,10.57104,5.2238617,31.249422,34.391006,14.632082,7.259091,7.244537,84.26573,0,0.03627759,1237.181,617,5,0,0,14.043
"Entertainment",1,"media company",0.8333333,47.864376,7.710105,40.730824,33.186996,10.3462715,4.127539,3.8982644,55.672623,0,0.00070334686,3450.701,165,5,6,0,313.692
"Entertainment",1,"media company",1.05,29.521986,3.5600219,13.652271,24.825459,20.786428,19.278122,17.897697,82.07172,0,0.10768048,469.15,2276,11,4,0,25.796
"Entertainment",1,"media company",1.3666667,41.693375,5.1257453,23.878763,29.680717,17.282661,12.614001,11.418112,72.01946,0,0.020908792,404.686,1592,7,6,0,23.106
"Sports",0,"media company",0.98333335,22.013027,12.881875,36.121464,30.695204,9.863265,4.92497,5.513222,3.8732395,0,0.029033318,283.155,553,4,4,0,36.998
"Sports",1,"media company",0.48333332,10.57104,5.2238617,31.249422,34.391006,14.632082,7.259091,7.244537,84.26573,0,0.03627759,1237.181,617,5,2,0,79.229
"Entertainment",0,"media company",1.3166667,59.79435,4.599842,41.953243,34.262882,10.015527,4.681256,4.4872503,31.885714,0,0.013313723,1418.449,102,1,5,0,121.922
"Sports",0,"media company",1.5,23.5308,6.1521254,35.97842,34.2239,11.187426,5.8619223,6.59621,4.6979866,0,0.04065209,159.983,479,9,2,0,11.366
"Sports",1,"media company",2.7,10.57104,5.2238617,31.249422,34.391006,14.632082,7.259091,7.244537,84.26573,0,0.03627759,1237.181,617,5,2,0,11.439
"Sports",1,"media company",1.7666667,32.80361,5.6780143,37.14849,33.68692,11.22401,6.0416365,6.220927,72.04916,0,0.019047445,1101.064,4675,6,4,0,16.448
"Entertainment",1,"media company",12.9,42.68368,6.1318,15.921352,29.480898,20.56412,14.411393,13.490438,87.5,0,0.029236289,277.399,586,12,2,0,14.206
"Sports",1,"media company",1.2166667,13.152069,8.819128,37.84382,32.024414,9.619747,5.5293674,6.163525,75.95374,0,0.0073441556,2176.649,562,6,5,0,94.349
"Entertainment",1,"media company",0.45,26.67873,2.0764096,17.34136,27.30203,19.27755,17.614916,16.387735,76.05114,0,0.037296247,338.558,2149,11,0,0,19.275
"Entertainment",1,"media company",1.5166667,44.424557,1.8131865,16.804752,30.850147,19.995245,15.38723,15.149437,81.884056,1,0.018846137,1199.775,334,9,6,0,12.564
"News & Politics",1,"media company",0.5,25.431963,3.860606,16.010315,24.967276,19.243568,18.673203,17.245033,77.71475,0,0.031428333,804.96,1838,4,1,0,55.38
"News & Politics",0,"media company",2.4333334,13.0889015,0.7852367,14.859906,27.979029,19.595247,18.81438,17.966204,24.917274,0,0.026773294,464.071,443,8,0,0,20.94
"Sports",1,"media company",0.45,10.377546,6.891555,30.17951,28.742071,11.464143,10.592501,12.130218,44.994923,1,0.056978654,1637.956,2645,4,1,0,33.38
"Entertainment",1,"media company",4.4333334,33.7209,7.1825376,22.570395,26.180279,15.600387,14.7481785,13.718222,72.4021,0,0.0396783,309.884,1151,3,0,0,43.145
"Entertainment",1,"media company",12.366667,36.641167,3.163764,20.07823,28.842455,18.796284,15.178069,13.941198,76.30662,0,0.036329255,907.676,211,4,3,0,13.585
"Sports",0,"media company",0.46666667,15.960143,6.252824,36.20638,31.714237,10.078217,7.253038,8.495308,17.65475,0,0.013938156,2284.72,287,12,1,0,76.501
"Other",1,"media company",1.6666666,31.59428,1.5442086,23.641434,31.763163,15.905099,13.873671,13.272427,72.06349,0,0.0010432611,426.326,41,8,1,0,12.615
"Sports",1,"media company",0.41666666,68.27042,7.3454046,36.20621,34.28138,12.983529,4.762463,4.421014,58.79507,0,0.006666299,1267.891,1642,9,1,0,66.723
"Entertainment",1,"media company",1.0333333,42.68368,6.1318,15.921352,29.480898,20.56412,14.411393,13.490438,87.5,0,0.029236289,277.399,586,12,5,0,15.993
"Entertainment",1,"media company",3.95,50.046043,1.8988557,12.158836,26.731018,22.811022,18.99381,17.40646,77.846535,0,0.027487054,897.328,1370,9,3,0,93.271
"General Interest",1,"media company",1.5333333,37.165012,3.9920428,16.693565,26.678446,19.388222,17.250755,15.996969,82.20859,0,0.040438768,547.252,2232,4,6,0,19.661
"News & Politics",1,"media company",1.15,35.796227,2.8257816,16.327496,26.376713,19.939615,17.965149,16.565247,81.23505,0,0.052130293,690.939,3131,1,5,0,82.656
"News & Politics",1,"media company",1.0833334,25.431963,3.860606,16.010315,24.967276,19.243568,18.673203,17.245033,77.71475,0,0.031428333,804.96,1838,4,5,0,59.854
"Entertainment",1,"media company",0.8,34.206863,2.808104,31.031223,37.398785,15.915172,6.5059395,6.3407755,60.020317,0,0.02165036,2494.207,109,6,6,0,167.157
"Food & Drink",1,"media company",0.48333332,63.188236,1.7923348,19.616947,30.876783,22.093681,13.823641,11.796612,59.06387,0,0.021668863,2450.791,374,5,0,0,70.446
"Sports",1,"media company",1.85,16.935043,6.817526,38.878757,34.051228,9.805595,4.7381554,5.70874,65.300545,0,0.0061239284,955.935,122,10,5,0,47.534
"Entertainment",1,"media company",1,29.521986,3.5600219,13.652271,24.825459,20.786428,19.278122,17.897697,82.07172,0,0.10768048,469.15,2276,11,2,0,28.144
"Sports",1,"media company",1.0166667,25.438335,11.094023,36.32544,29.886072,9.301036,6.165649,7.2277827,72.892944,1,0.028770087,746.243,1117,1,3,0,35.444
"Sports",1,"media company",1.6666666,20.21877,7.7995143,33.127293,31.213024,12.79496,7.538595,7.5266147,67.18177,0,0.03006551,187.174,1356,5,0,0,45.566
"Entertainment",1,"media company",0.48333332,33.7209,7.1825376,22.570395,26.180279,15.600387,14.7481785,13.718222,72.4021,0,0.0396783,309.884,1151,3,4,0,20.553
"Entertainment",1,"media company",1.1666666,32.563206,3.19976,16.833366,27.804842,19.284258,17.050528,15.827246,73.43413,0,0.049599294,394.668,591,2,3,0,42.008
"Sports",1,"media company",1.9166666,32.80361,5.6780143,37.14849,33.68692,11.22401,6.0416365,6.220927,72.04916,0,0.019047445,1101.064,4675,6,3,0,13.311
"Sports",0,"media company",6.016667,9.167768,6.781342,29.485651,29.436434,9.941211,12.866281,11.489079,29.166666,0,0.011856244,380.819,347,6,5,0,10.208
"Food & Drink",1,"media company",0.46666667,61.873962,1.4062786,21.234766,33.10952,22.061457,11.82526,10.36272,59.747547,0,0.018318245,3099.559,373,5,6,0,158.02
"Sports",1,"media company",2.6333334,20.21877,7.7995143,33.127293,31.213024,12.79496,7.538595,7.5266147,67.18177,0,0.03006551,187.174,1356,5,2,0,23.559
"News & Politics",1,"media company",1.7166667,35.796227,2.8257816,16.327496,26.376713,19.939615,17.965149,16.565247,81.23505,0,0.052130293,690.939,3131,1,0,0,30.568
"Sports",1,"media company",5.7833333,25.438335,11.094023,36.32544,29.886072,9.301036,6.165649,7.2277827,72.892944,1,0.028770087,746.243,1117,1,5,0,10.717
"Entertainment",1,"media company",3.4333334,44.424557,1.8131865,16.804752,30.850147,19.995245,15.38723,15.149437,81.884056,0,0.018846137,1199.775,334,9,4,0,14.822
"Sports",1,"media company",0.51666665,12.258167,5.586897,31.040455,31.519266,12.791843,9.003634,10.057903,60.87516,0,0.02368839,735.107,1051,12,6,0,59.32
"Entertainment",1,"media company",0.48333332,22.083242,2.2161155,35.075935,37.23997,13.309007,5.945091,6.2138815,3.686183,0,0.029079113,397.616,454,5,3,0,12.345
"Entertainment",1,"media company",1.3666667,33.489155,12.486724,47.17539,32.848038,5.475832,0.97229743,1.0417203,58.1842,1,0.05132861,2977.514,1086,10,2,0,203.212
"Entertainment",1,"media company",0.5,50.046043,1.8988557,12.158836,26.731018,22.811022,18.99381,17.40646,77.846535,0,0.027487054,897.328,1370,9,2,0,69.806
"Entertainment",1,"media company",1.1,35.7879,3.5179882,24.718567,29.599413,16.385815,13.407138,12.37108,66.59341,0,0.1562251,338.358,1322,7,1,0,15.312
"News & Politics",1,"media company",0.48333332,25.431963,3.860606,16.010315,24.967276,19.243568,18.673203,17.245033,77.71475,0,0.031428333,804.96,1838,5,4,0,85.76
"Sports",1,"media company",9.8,12.85763,5.2425075,26.422266,30.320251,15.033131,11.256917,11.724932,86.01738,1,0.021797149,412.698,1751,7,3,0,14.098
"Entertainment",0,"media company",1.7,71.32869,0,31.622458,36.988956,12.606831,9.957116,8.824639,27.777779,0,0.004590535,340.207,109,1,2,0,10.283
"Entertainment",1,"media company",0.81666666,47.864376,7.710105,40.730824,33.186996,10.3462715,4.127539,3.8982644,55.672623,0,0.00070334686,3450.701,165,5,5,0,386.465
"Entertainment",1,"media company",0.9,21.251385,3.8208566,25.21409,28.332052,16.96325,13.337946,12.331806,49.586777,0,0.019147193,77.693,209,1,4,0,58.288
"Sports",1,"media company",0.98333335,23.606794,8.597029,39.68656,31.293,8.745501,5.363924,6.3139863,66.897804,0,0.02281891,2965.212,233,9,6,0,113.111
"Entertainment",1,"media company",0.5,0.15351605,0,14.534703,34.239384,25.075855,14.226541,11.923517,52.941177,0,0.035831816,543.466,2259,6,0,0,29.042
"Entertainment",1,"media company",1.2166667,26.67873,2.0764096,17.34136,27.30203,19.27755,17.614916,16.387735,76.05114,0,0.037296247,338.558,2149,11,4,0,28.697
"Entertainment",1,"media company",0.9166667,35.7879,3.5179882,24.718567,29.599413,16.385815,13.407138,12.37108,66.59341,0,0.1562251,338.358,1322,7,4,0,27.866
"General Interest",1,"media company",0.5,37.165012,3.9920428,16.693565,26.678446,19.388222,17.250755,15.996969,82.20859,0,0.040438768,547.252,2232,5,2,0,26.696
"Entertainment",1,"media company",5.75,33.7209,7.1825376,22.570395,26.180279,15.600387,14.7481785,13.718222,72.4021,0,0.0396783,309.884,1151,4,5,0,21.765
"Sports",1,"media company",2.0166667,20.21877,7.7995143,33.127293,31.213024,12.79496,7.538595,7.5266147,67.18177,0,0.03006551,187.174,1356,5,0,0,13.669
"Sports",0,"media company",12.583333,18.03996,7.260727,35.010044,32.15482,11.465004,6.721656,7.3877482,17.141771,0,0.010998411,1042.015,267,6,5,0,31.009
"Sports",0,"media company",6.55,18.03996,7.260727,35.010044,32.15482,11.465004,6.721656,7.3877482,17.141771,0,0.010998411,1042.015,267,6,5,0,38.746
"Sports",0,"media company",6.7833333,18.03996,7.260727,35.010044,32.15482,11.465004,6.721656,7.3877482,17.141771,0,0.010998411,1042.015,267,6,6,0,130.335
"Sports",1,"media company",0.26666668,19.891525,5.019716,23.342358,32.43328,17.902193,10.884775,10.417676,79.48718,0,0.0065667336,217.425,240,4,0,0,11.637
"Sports",0,"media company",0.23333333,15.960143,6.252824,36.20638,31.714237,10.078217,7.253038,8.495308,17.65475,0,0.013938156,2284.72,287,1,5,0,24.968
"Sports",0,"media company",1.7166667,20.494461,18.342562,41.201893,29.454195,5.1128874,2.661832,3.2266307,7.4074073,1,0.033136636,168.616,326,6,4,0,18.745
"Sports",0,"media company",0.55,9.40931,9.47917,34.98272,28.37198,8.819428,8.293109,10.053593,10.238487,0,0.0237931,3103.162,384,4,6,0,133.361
"Entertainment",1,"media company",0.2,7.76468,0,11.909434,22.544937,20.092827,24.32915,21.123652,67.64706,0,0.05130502,351.529,46,5,3,0,16.438
"Sports",1,"media company",0.38333333,11.651276,12.866714,37.954254,27.716324,7.67207,6.1755853,7.615052,65.09091,0,0.01550382,2420.384,480,10,3,0,156.711
"Sports",0,"media company",9.116667,15.228855,6.6288805,38.51869,32.27271,9.790615,5.936963,6.8521442,23.583181,0,0.04487643,229.898,577,6,6,0,12.637
"Entertainment",1,"media company",24.366667,28.780329,1.4986134,13.857537,22.557587,17.525473,23.027748,21.533041,81.95876,0,0.030132711,505.678,4954,11,3,0,26.085
"News & Politics",1,"media company",51.316666,27.10851,2.1561315,11.491249,22.526726,19.845272,22.852736,21.127886,83.85503,0,0.04156314,434.019,894,6,5,0,13.758
"Sports",0,"media company",0.33333334,15.960143,6.252824,36.20638,31.714237,10.078217,7.253038,8.495308,17.65475,0,0.013938156,2284.72,287,1,0,0,34.564
"Sports",1,"media company",1.85,13.790016,10.028855,34.058853,30.146843,10.211226,7.156521,8.397701,47.816425,1,0.022403881,4429.956,4639,3,4,0,306.266
"Entertainment",1,"media company",1.6833333,35.7879,3.5179882,24.718567,29.599413,16.385815,13.407138,12.37108,66.59341,0,0.1562251,338.358,1322,7,2,0,33.842
"News & Politics",1,"media company",24.75,39.861526,6.0657425,24.973436,27.7812,16.044142,13.069561,12.065918,81.282074,0,0.01934159,353.89,3443,5,5,0,12.751
"News & Politics",1,"media company",1.4333333,27.10851,2.1561315,11.491249,22.526726,19.845272,22.852736,21.127886,83.85503,0,0.04156314,434.019,894,7,3,0,95.627
"Entertainment",1,"media company",2.9833333,40.36864,2.430179,22.97295,30.281889,16.860407,14.229377,13.225198,75.23511,0,0.02538973,903.807,772,8,4,0,24.423
"Entertainment",1,"media company",0.76666665,35.7879,3.5179882,24.718567,29.599413,16.385815,13.407138,12.37108,66.59341,0,0.1562251,338.358,1322,7,4,0,73.441
"Other",1,"media company",29.533333,82.63663,2.9281442,28.42493,35.979774,18.89115,7.2548685,6.5211325,52.514668,1,0.049626004,2374.373,734,4,1,0,112.647
"Entertainment",1,"media company",2.0166667,28.485813,5.518815,24.108107,28.618256,16.259474,13.135688,12.35966,71.578705,0,0.030983042,820.572,1974,2,3,0,182.275
"Entertainment",0,"media company",1.15,22.894053,0.67757297,18.308796,28.780457,16.777657,17.786724,17.66879,13.053099,0,0.10122267,2059.944,531,6,3,0,290.313
"Sports",1,"media company",0.8,6.8591237,8.05351,48.21221,30.736689,4.9150186,3.5365477,4.546023,65,0,0.025070798,1531.734,444,12,1,0,19.584
"Sports",0,"media company",2.6166666,9.167768,6.781342,29.485651,29.436434,9.941211,12.866281,11.489079,29.166666,0,0.011856244,380.819,347,6,0,0,23.16
"People & Blogs",1,"brand",1.7666667,29.898666,4.6852508,24.740814,33.7749,18.866713,9.343903,8.58842,58.097683,0,0.01742966,409.747,95,6,3,0,110.69
"Entertainment",1,"media company",1.4166666,28.485813,5.518815,24.108107,28.618256,16.259474,13.135688,12.35966,71.578705,0,0.030983042,820.572,1974,2,3,0,121.213
"Entertainment",1,"media company",0.98333335,47.864376,7.710105,40.730824,33.186996,10.3462715,4.127539,3.8982644,55.672623,0,0.00070334686,3450.701,165,6,2,0,457.992
"Entertainment",1,"media company",24.533333,32.563206,3.19976,16.833366,27.804842,19.284258,17.050528,15.827246,73.43413,0,0.049599294,394.668,591,3,4,0,41.898
"Sports",0,"media company",0.53333336,18.601736,5.8734345,31.386036,30.780205,11.910971,9.552363,10.496991,14.733841,0,0.007741567,1371.042,184,8,5,0,50.511
"General Interest",1,"media company",0.6,37.165012,3.9920428,16.693565,26.678446,19.388222,17.250755,15.996969,82.20859,0,0.040438768,547.252,2232,5,4,0,12.782
"Entertainment",0,"media company",0.6666667,52.34024,9.359578,45.951912,31.840286,7.4177017,2.7412212,2.689301,22.292324,0,0.0043462766,770.013,204,5,5,0,24.632
"Sports",0,"media company",1.6666666,8.167309,2.8651385,27.116251,32.0733,15.762113,11.021147,11.16205,15.938303,0,0.060891654,898.597,261,4,6,0,21.957
"Other",0,"media company",1,61.31751,1.2942038,21.033995,34.527477,20.250048,11.411122,11.483153,8.870968,0,0.024315622,1256.608,127,5,1,0,32.686
"Entertainment",1,"media company",0.5833333,26.67873,2.0764096,17.34136,27.30203,19.27755,17.614916,16.387735,76.05114,0,0.037296247,338.558,2149,11,0,0,34.178
"Other",1,"media company",1.45,25.155968,5.2100863,41.26812,37.841858,10.984161,2.3255796,2.3701937,44.515476,0,0.1437677,385.755,181,6,3,0,22.855
"Entertainment",1,"media company",1.65,24.259336,5.65941,24.754732,27.416176,15.638275,13.688413,12.842994,66.23219,0,0.05199598,394.749,1164,6,5,0,17.052
"Sports",1,"media company",11.466666,20.21877,7.7995143,33.127293,31.213024,12.79496,7.538595,7.5266147,67.18177,0,0.03006551,187.174,1356,5,4,0,10.938
"Music & Dance",1,"media company",8.933333,25.778051,2.2062068,41.03131,36.70179,10.715643,4.685424,4.6596293,41.276825,0,0.016901081,1471.489,176,7,3,0,10.307
"Sports",0,"media company",2.25,14.115172,8.236417,32.849957,29.336681,10.370508,8.850158,10.356278,10.113052,1,0.038839143,969.424,2843,3,4,0,49.716
"Entertainment",0,"media company",1.1166667,53.09137,1.9280376,35.199722,35.678448,12.970002,7.4541936,6.7696,18.644068,1,0.0074273394,981.157,53,9,4,0,39.068
"Music & Dance",1,"media company",31.983334,25.257647,3.434787,39.83241,36.482838,11.986206,4.178601,4.08516,72.77366,0,0.0034525262,1512.709,1469,6,4,0,19.515
"Entertainment",1,"media company",0.65,33.7209,7.1825376,22.570395,26.180279,15.600387,14.7481785,13.718222,72.4021,0,0.0396783,309.884,1151,4,0,0,14.495
"Entertainment",1,"media company",0.8333333,29.985422,3.8647492,18.021502,26.141218,18.19851,17.45752,16.316505,78.41887,0,0.06185775,372.529,686,6,4,0,13.661
"Entertainment",1,"media company",2.2166667,35.7879,3.5179882,24.718567,29.599413,16.385815,13.407138,12.37108,66.59341,0,0.1562251,338.358,1322,8,1,0,17.131
"News & Politics",0,"media company",0.6333333,13.0889015,0.7852367,14.859906,27.979029,19.595247,18.81438,17.966204,24.917274,0,0.026773294,464.071,443,9,1,0,44.085
"Entertainment",1,"media company",1.3833333,35.7879,3.5179882,24.718567,29.599413,16.385815,13.407138,12.37108,66.59341,0,0.1562251,338.358,1322,8,2,0,20.167
"Food & Drink",1,"media company",0.51666665,61.873962,1.4062786,21.234766,33.10952,22.061457,11.82526,10.36272,59.747547,0,0.018318245,3099.559,373,6,5,0,310.461
"Entertainment",1,"media company",0.5,32.563206,3.19976,16.833366,27.804842,19.284258,17.050528,15.827246,73.43413,0,0.049599294,394.668,591,3,2,0,83.677
"Sports",1,"media company",1.2166667,68.27042,7.3454046,36.20621,34.28138,12.983529,4.762463,4.421014,58.79507,0,0.006666299,1267.891,1642,10,6,0,85.674
"Food & Drink",1,"brand",29.5,57.77635,4.131014,23.076294,31.33761,19.748854,11.578747,10.1274805,75.94044,0,0.025929442,1102.656,381,12,4,0,19.37
"News & Politics",0,"media company",0.65,13.0889015,0.7852367,14.859906,27.979029,19.595247,18.81438,17.966204,24.917274,0,0.026773294,464.071,443,9,3,0,28.938
"Music & Dance",1,"media company",0.5,25.257647,3.434787,39.83241,36.482838,11.986206,4.178601,4.08516,72.77366,0,0.0034525262,1512.709,1469,6,1,0,67.374
"General Interest",1,"media company",8.666667,53.347057,2.9434195,17.03462,28.961845,21.92587,15.523993,13.610251,64.73527,0,0.094095714,2042.799,12210,5,5,0,51.835
"Sports",0,"media company",0.6166667,15.862578,9.695736,37.110332,30.334578,9.283916,6.4805326,7.0949063,5.107527,1,0.0060207346,1829.584,315,11,5,0,129.559
"Sports",1,"media company",2,20.21877,7.7995143,33.127293,31.213024,12.79496,7.538595,7.5266147,67.18177,0,0.03006551,187.174,1356,5,1,0,10.292
"Sports",1,"media company",0.23333333,6.8591237,8.05351,48.21221,30.736689,4.9150186,3.5365477,4.546023,65,0,0.025070798,1531.734,444,12,0,0,82.862
"Other",1,"media company",2.7666667,25.155968,5.2100863,41.26812,37.841858,10.984161,2.3255796,2.3701937,44.515476,0,0.1437677,385.755,181,7,4,0,62.931
"People & Blogs",1,"influencer",0.75,65.088066,2.1103046,37.14621,35.366066,12.496541,6.5648956,6.3159847,67.578125,0,0.0042775045,231.237,133,5,1,0,9.876
"Sports",0,"media company",0.26666668,20.494461,18.342562,41.201893,29.454195,5.1128874,2.661832,3.2266307,7.4074073,0,0.033136636,168.616,326,7,6,0,14.097
"Sports",0,"media company",0.48333332,22.013027,12.881875,36.121464,30.695204,9.863265,4.92497,5.513222,3.8732395,0,0.029033318,283.155,553,5,2,0,30.318
"Sports",0,"media company",2.4833333,9.167768,6.781342,29.485651,29.436434,9.941211,12.866281,11.489079,29.166666,0,0.011856244,380.819,347,7,3,0,14.274
"News & Politics",1,"media company",2.5333333,25.431963,3.860606,16.010315,24.967276,19.243568,18.673203,17.245033,77.71475,0,0.031428333,804.96,1838,5,6,0,71.527
"Entertainment",1,"media company",0.53333336,35.7879,3.5179882,24.718567,29.599413,16.385815,13.407138,12.37108,66.59341,0,0.1562251,338.358,1322,8,2,0,39.908
"Entertainment",1,"media company",2.5333333,30.309477,2.4969122,17.178698,26.649185,19.262083,17.816988,16.596134,79.49252,0,0.04504676,296.05,1272,5,6,0,32.198
"Sports",0,"media company",2.55,15.228855,6.6288805,38.51869,32.27271,9.790615,5.936963,6.8521442,23.583181,0,0.04487643,229.898,577,7,2,0,28.851
"Entertainment",1,"media company",1.45,44.424557,1.8131865,16.804752,30.850147,19.995245,15.38723,15.149437,81.884056,0,0.018846137,1199.775,334,10,1,0,27.469
"Sports",0,"media company",5.883333,9.167768,6.781342,29.485651,29.436434,9.941211,12.866281,11.489079,29.166666,0,0.011856244,380.819,347,7,4,0,10.078
"Sports",0,"media company",0.76666665,15.862578,9.695736,37.110332,30.334578,9.283916,6.4805326,7.0949063,5.107527,1,0.0060207346,1829.584,315,11,2,0,25.772
"Entertainment",1,"media company",0.78333336,34.206863,2.808104,31.031223,37.398785,15.915172,6.5059395,6.3407755,60.020317,0,0.02165036,2494.207,109,7,6,0,224.696
"Sports",0,"media company",3.0666666,18.03996,7.260727,35.010044,32.15482,11.465004,6.721656,7.3877482,17.141771,0,0.010998411,1042.015,267,7,4,0,64.391
